date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
03-05,38.2,50.7,51.9,48.3,49.3,37.3,33.1,51.4,29.1,42.5,34.3,,29.1,33.1,37.3,49.3,51.4,51.9,42.5
03-06,38.3,49.6,51.1,48.2,49.6,36.9,33.4,50.6,29.1,42.8,34.3,,29.1,33.4,36.9,49.6,50.6,51.1,42.8
03-07,38.3,50.8,51.2,48.4,49.2,37.4,33.2,50.8,29.3,42.7,34.3,,29.3,33.2,37.4,49.2,50.8,51.2,42.7
03-08,38.2,51.0,51.4,48.1,49.8,37.3,33.2,50.8,29.4,42.6,34.4,,29.4,33.2,37.3,49.8,51.0,51.4,42.6
03-09,38.1,50.6,51.7,48.8,49.2,37.2,33.5,51.3,29.7,42.6,34.5,,29.7,33.5,37.2,49.2,51.3,51.7,42.6
03-10,38.7,50.3,51.6,47.5,49.2,37.0,33.5,51.1,29.7,42.8,34.4,,29.7,33.5,37.0,49.2,51.1,51.6,42.8
03-11,38.3,50.4,51.1,48.6,49.5,36.7,33.1,51.2,30.0,42.9,34.5,,30.0,33.1,36.7,49.5,51.1,51.2,42.9
03-12,38.6,50.7,50.8,48.5,49.8,37.0,33.5,50.9,29.8,42.8,34.5,,29.8,33.5,37.0,49.8,50.8,50.9,42.8
03-13,38.4,49.7,51.2,48.9,50.1,37.1,33.7,50.8,29.8,42.3,34.3,,29.8,33.7,37.1,49.7,50.8,51.2,42.3
03-14,38.6,50.3,52.3,48.2,51.0,37.1,33.5,51.1,30.0,42.2,34.4,,30.0,33.5,37.1,50.3,51.1,52.3,42.2
03-15,38.2,50.5,51.4,48.9,59.3,37.1,33.3,50.7,29.8,42.3,34.5,,29.8,33.3,37.1,50.5,51.4,59.3,42.3
03-16,38.4,50.7,53.8,48.3,61.3,37.7,33.8,51.1,29.7,42.1,34.6,,29.7,33.8,37.7,50.7,53.8,61.3,42.1
03-17,38.9,49.3,61.4,48.8,64.0,38.0,33.8,51.0,29.8,42.6,34.7,,29.8,33.8,38.0,49.3,61.4,64.0,42.6
03-18,38.7,49.9,65.4,48.8,66.2,37.8,34.5,51.0,30.0,42.7,34.9,,30.0,34.5,37.8,49.9,65.4,66.2,42.7
03-19,38.6,49.6,68.9,48.8,69.2,37.9,34.3,51.5,29.9,42.5,34.5,,29.9,34.3,37.9,49.6,68.9,69.2,42.5
03-20,39.1,50.3,71.2,49.4,80.6,38.6,33.5,51.0,29.9,42.2,34.8,,29.9,33.5,38.6,50.3,71.2,80.6,42.2
03-21,39.5,49.9,72.9,49.8,84.6,38.5,34.3,51.3,30.0,42.4,34.2,,30.0,34.2,38.5,49.9,72.9,84.6,42.4
03-22,39.0,50.5,80.1,48.3,86.5,38.2,34.2,51.1,30.0,42.6,34.6,,30.0,34.2,38.2,50.5,80.1,86.5,42.6
03-23,39.3,50.3,78.4,49.8,86.3,39.8,33.9,51.2,30.1,42.6,34.3,,30.1,33.9,39.3,50.3,78.4,86.3,42.6
03-24,38.7,50.9,76.3,50.1,86.0,40.2,34.7,51.0,30.0,42.5,34.7,,30.0,34.7,38.7,50.9,76.3,86.0,42.5
