date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
02-16,29.0,33.3,21.5,34.2,33.4,18.0,12.1,28.9,17.6,17.0,11.4,,11.4,12.1,17.6,29.0,33.4,34.2,21.5
02-17,23.9,32.8,21.1,38.6,29.4,28.7,8.7,18.4,13.1,26.7,23.3,,8.7,13.1,21.1,28.7,32.8,38.6,23.9
02-18,16.2,32.5,31.2,29.5,29.7,32.4,7.5,13.9,13.0,17.1,24.0,,7.5,13.0,16.2,29.7,32.4,32.5,24.0
02-19,22.0,23.1,35.9,30.7,30.3,12.4,3.4,15.6,24.3,22.6,23.2,,3.4,12.4,22.0,24.3,30.7,35.9,23.1
02-20,21.9,14.9,27.4,30.8,31.9,2.8,7.0,20.6,20.7,29.0,25.9,,2.8,7.0,20.6,27.4,30.8,31.9,21.9
02-21,14.2,24.0,19.5,28.9,35.4,6.3,9.9,28.8,14.7,27.9,27.9,,6.3,9.9,14.7,27.9,28.9,35.4,24.0
02-22,10.8,26.0,16.9,21.5,25.4,9.4,9.5,29.2,24.7,18.2,11.1,,9.4,9.5,11.1,24.7,26.0,29.2,18.2
02-23,14.6,30.7,19.0,17.2,10.2,9.4,8.9,27.0,25.9,13.3,8.5,,8.5,8.9,10.2,19.0,27.0,30.7,14.6
02-24,9.8,33.8,22.5,24.7,7.7,7.2,20.4,17.2,17.6,9.5,15.8,,7.2,7.7,9.8,20.4,24.7,33.8,17.2
02-25,17.1,34.4,26.0,31.3,9.3,12.7,27.1,12.0,12.2,6.1,25.8,,6.1,9.3,12.2,26.0,31.3,34.4,17.1
02-26,9.8,33.1,20.7,34.3,13.9,21.9,31.2,21.4,19.7,7.0,21.0,,7.0,9.8,19.7,21.9,33.1,34.3,21.0
02-27,9.2,28.8,19.3,37.2,17.9,20.1,30.6,25.2,7.9,16.7,20.2,,7.9,9.2,17.9,25.2,30.6,37.2,20.1
02-28,19.6,28.6,20.8,32.1,11.9,17.7,30.0,29.8,9.7,26.5,14.4,,9.7,11.9,17.7,28.6,30.0,32.1,20.8
02-29,,,,32.5,,,,32.1,,,,,9.7,11.9,17.7,28.6,30.0,32.1,20.8
03-01,26.8,27.4,22.0,34.9,13.8,22.3,29.8,27.2,23.6,31.9,18.0,,13.8,18.0,22.3,27.4,31.9,34.9,26.8
03-02,36.0,27.9,24.4,34.9,22.8,28.9,28.5,19.8,27.4,36.7,16.3,,16.3,19.8,24.4,28.9,36.0,36.7,27.9
03-03,31.9,31.5,17.2,38.8,28.8,29.8,26.5,23.5,29.1,37.8,17.4,,17.2,17.4,26.5,31.5,37.8,38.8,29.1
03-04,19.9,27.4,13.6,37.0,32.8,14.7,21.1,29.7,25.4,36.1,20.5,,13.6,14.7,20.5,29.7,36.1,37.0,25.4
03-05,27.7,30.0,20.8,38.5,29.2,13.0,28.0,33.4,30.7,28.6,21.2,,13.0,20.8,27.7,30.0,33.4,38.5,28.6
03-06,32.2,34.5,27.9,32.7,10.9,18.0,30.7,35.3,34.8,20.3,19.0,,10.9,18.0,20.3,32.7,34.8,35.3,30.7
03-07,30.7,24.1,31.7,22.3,23.5,28.5,27.8,35.5,35.8,12.9,18.6,,12.9,18.6,23.5,30.7,35.5,35.8,27.8
